Year,Age,Suicides,Age_group
1981,10,0,10-19
1981,11,0,10-19
1981,12,2,10-19
1981,13,2,10-19
1981,14,1,10-19
1981,15,20,10-19
1981,16,31,10-19
1981,17,36,10-19
1981,18,49,10-19
1981,19,56,10-19
1981,20,58,20-29
1981,21,58,20-29
1981,22,62,20-29
1981,23,89,20-29
1981,24,77,20-29
1981,25,72,20-29
1981,26,69,20-29
1981,27,84,20-29
1981,28,87,20-29
1981,29,96,20-29
1981,30,98,30-39
1981,31,92,30-39
1981,32,92,30-39
1981,33,84,30-39
1981,34,84,30-39
1981,35,90,30-39
1981,36,93,30-39
1981,37,85,30-39
1981,38,98,30-39
1981,39,68,30-39
1981,40,85,40-49
1981,41,81,40-49
1981,42,89,40-49
1981,43,97,40-49
1981,44,87,40-49
1981,45,98,40-49
1981,46,63,40-49
1981,47,98,40-49
1981,48,88,40-49
1981,49,107,40-49
1981,50,112,50-59
1981,51,116,50-59
1981,52,106,50-59
1981,53,103,50-59
1981,54,100,50-59
1981,55,110,50-59
1981,56,107,50-59
1981,57,110,50-59
1981,58,112,50-59
1981,59,118,50-59
1981,60,123,60-69
1981,61,122,60-69
1981,62,75,60-69
1981,63,75,60-69
1981,64,84,60-69
1981,65,90,60-69
1981,66,78,60-69
1981,67,109,60-69
1981,68,101,60-69
1981,69,86,60-69
1981,70,74,70-79
1981,71,80,70-79
1981,72,87,70-79
1981,73,89,70-79
1981,74,87,70-79
1981,75,79,70-79
1981,76,65,70-79
1981,77,57,70-79
1981,78,55,70-79
1981,79,47,70-79
1981,80,40,80-89
1981,81,45,80-89
1981,82,29,80-89
1981,83,26,80-89
1981,84,23,80-89
1981,85,23,80-89
1981,86,14,80-89
1981,87,12,80-89
1981,88,7,80-89
1981,89,7,80-89
1982,10,0,10-19
1982,11,0,10-19
1982,12,0,10-19
1982,13,4,10-19
1982,14,3,10-19
1982,15,10,10-19
1982,16,24,10-19
1982,17,30,10-19
1982,18,35,10-19
1982,19,52,10-19
1982,20,73,20-29
1982,21,60,20-29
1982,22,58,20-29
1982,23,68,20-29
1982,24,82,20-29
1982,25,71,20-29
1982,26,92,20-29
1982,27,80,20-29
1982,28,86,20-29
1982,29,85,20-29
1982,30,71,30-39
1982,31,81,30-39
1982,32,98,30-39
1982,33,77,30-39
1982,34,101,30-39
1982,35,106,30-39
1982,36,86,30-39
1982,37,91,30-39
1982,38,82,30-39
1982,39,80,30-39
1982,40,72,40-49
1982,41,91,40-49
1982,42,82,40-49
1982,43,80,40-49
1982,44,97,40-49
1982,45,91,40-49
1982,46,96,40-49
1982,47,86,40-49
1982,48,89,40-49
1982,49,118,40-49
1982,50,79,50-59
1982,51,96,50-59
1982,52,111,50-59
1982,53,101,50-59
1982,54,95,50-59
1982,55,110,50-59
1982,56,124,50-59
1982,57,110,50-59
1982,58,90,50-59
1982,59,112,50-59
1982,60,95,60-69
1982,61,102,60-69
1982,62,106,60-69
1982,63,72,60-69
1982,64,83,60-69
1982,65,79,60-69
1982,66,96,60-69
1982,67,103,60-69
1982,68,95,60-69
1982,69,79,60-69
1982,70,88,70-79
1982,71,73,70-79
1982,72,86,70-79
1982,73,84,70-79
1982,74,86,70-79
1982,75,71,70-79
1982,76,66,70-79
1982,77,62,70-79
1982,78,56,70-79
1982,79,44,70-79
1982,80,43,80-89
1982,81,47,80-89
1982,82,35,80-89
1982,83,26,80-89
1982,84,30,80-89
1982,85,21,80-89
1982,86,24,80-89
1982,87,14,80-89
1982,88,12,80-89
1982,89,9,80-89
1983,10,0,10-19
1983,11,0,10-19
1983,12,0,10-19
1983,13,4,10-19
1983,14,4,10-19
1983,15,10,10-19
1983,16,16,10-19
1983,17,26,10-19
1983,18,48,10-19
1983,19,56,10-19
1983,20,72,20-29
1983,21,75,20-29
1983,22,67,20-29
1983,23,54,20-29
1983,24,78,20-29
1983,25,68,20-29
1983,26,73,20-29
1983,27,83,20-29
1983,28,70,20-29
1983,29,81,20-29
1983,30,65,30-39
1983,31,81,30-39
1983,32,85,30-39
1983,33,86,30-39
1983,34,78,30-39
1983,35,110,30-39
1983,36,93,30-39
1983,37,99,30-39
1983,38,99,30-39
1983,39,93,30-39
1983,40,97,40-49
1983,41,83,40-49
1983,42,84,40-49
1983,43,86,40-49
1983,44,84,40-49
1983,45,104,40-49
1983,46,77,40-49
1983,47,92,40-49
1983,48,80,40-49
1983,49,93,40-49
1983,50,91,50-59
1983,51,97,50-59
1983,52,96,50-59
1983,53,102,50-59
1983,54,92,50-59
1983,55,115,50-59
1983,56,90,50-59
1983,57,106,50-59
1983,58,93,50-59
1983,59,92,50-59
1983,60,102,60-69
1983,61,102,60-69
1983,62,109,60-69
1983,63,125,60-69
1983,64,61,60-69
1983,65,62,60-69
1983,66,81,60-69
1983,67,100,60-69
1983,68,101,60-69
1983,69,73,60-69
1983,70,67,70-79
1983,71,80,70-79
1983,72,86,70-79
1983,73,92,70-79
1983,74,67,70-79
1983,75,75,70-79
1983,76,72,70-79
1983,77,57,70-79
1983,78,52,70-79
1983,79,62,70-79
1983,80,42,80-89
1983,81,41,80-89
1983,82,31,80-89
1983,83,28,80-89
1983,84,28,80-89
1983,85,21,80-89
1983,86,12,80-89
1983,87,19,80-89
1983,88,18,80-89
1983,89,7,80-89
1984,10,0,10-19
1984,11,0,10-19
1984,12,0,10-19
1984,13,1,10-19
1984,14,1,10-19
1984,15,16,10-19
1984,16,13,10-19
1984,17,35,10-19
1984,18,44,10-19
1984,19,56,10-19
1984,20,54,20-29
1984,21,78,20-29
1984,22,70,20-29
1984,23,52,20-29
1984,24,89,20-29
1984,25,84,20-29
1984,26,66,20-29
1984,27,69,20-29
1984,28,85,20-29
1984,29,82,20-29
1984,30,73,30-39
1984,31,67,30-39
1984,32,69,30-39
1984,33,96,30-39
1984,34,103,30-39
1984,35,95,30-39
1984,36,93,30-39
1984,37,118,30-39
1984,38,97,30-39
1984,39,104,30-39
1984,40,86,40-49
1984,41,98,40-49
1984,42,94,40-49
1984,43,84,40-49
1984,44,91,40-49
1984,45,124,40-49
1984,46,84,40-49
1984,47,87,40-49
1984,48,89,40-49
1984,49,103,40-49
1984,50,100,50-59
1984,51,76,50-59
1984,52,96,50-59
1984,53,107,50-59
1984,54,109,50-59
1984,55,93,50-59
1984,56,89,50-59
1984,57,110,50-59
1984,58,105,50-59
1984,59,91,50-59
1984,60,101,60-69
1984,61,101,60-69
1984,62,105,60-69
1984,63,100,60-69
1984,64,104,60-69
1984,65,79,60-69
1984,66,57,60-69
1984,67,66,60-69
1984,68,81,60-69
1984,69,81,60-69
1984,70,69,70-79
1984,71,79,70-79
1984,72,87,70-79
1984,73,82,70-79
1984,74,74,70-79
1984,75,78,70-79
1984,76,81,70-79
1984,77,54,70-79
1984,78,57,70-79
1984,79,43,70-79
1984,80,60,80-89
1984,81,42,80-89
1984,82,35,80-89
1984,83,34,80-89
1984,84,25,80-89
1984,85,14,80-89
1984,86,10,80-89
1984,87,14,80-89
1984,88,12,80-89
1984,89,12,80-89
1985,10,0,10-19
1985,11,0,10-19
1985,12,0,10-19
1985,13,2,10-19
1985,14,1,10-19
1985,15,8,10-19
1985,16,15,10-19
1985,17,35,10-19
1985,18,47,10-19
1985,19,66,10-19
1985,20,71,20-29
1985,21,79,20-29
1985,22,81,20-29
1985,23,93,20-29
1985,24,81,20-29
1985,25,86,20-29
1985,26,79,20-29
1985,27,72,20-29
1985,28,92,20-29
1985,29,83,20-29
1985,30,95,30-39
1985,31,88,30-39
1985,32,84,30-39
1985,33,100,30-39
1985,34,79,30-39
1985,35,97,30-39
1985,36,96,30-39
1985,37,97,30-39
1985,38,101,30-39
1985,39,86,30-39
1985,40,124,40-49
1985,41,93,40-49
1985,42,95,40-49
1985,43,88,40-49
1985,44,86,40-49
1985,45,102,40-49
1985,46,101,40-49
1985,47,89,40-49
1985,48,96,40-49
1985,49,99,40-49
1985,50,85,50-59
1985,51,86,50-59
1985,52,88,50-59
1985,53,104,50-59
1985,54,101,50-59
1985,55,106,50-59
1985,56,97,50-59
1985,57,95,50-59
1985,58,101,50-59
1985,59,102,50-59
1985,60,101,60-69
1985,61,114,60-69
1985,62,97,60-69
1985,63,115,60-69
1985,64,101,60-69
1985,65,110,60-69
1985,66,88,60-69
1985,67,86,60-69
1985,68,77,60-69
1985,69,77,60-69
1985,70,72,70-79
1985,71,86,70-79
1985,72,77,70-79
1985,73,83,70-79
1985,74,84,70-79
1985,75,76,70-79
1985,76,76,70-79
1985,77,52,70-79
1985,78,52,70-79
1985,79,73,70-79
1985,80,51,80-89
1985,81,50,80-89
1985,82,36,80-89
1985,83,41,80-89
1985,84,24,80-89
1985,85,23,80-89
1985,86,20,80-89
1985,87,11,80-89
1985,88,11,80-89
1985,89,6,80-89
1986,10,0,10-19
1986,11,0,10-19
1986,12,0,10-19
1986,13,1,10-19
1986,14,2,10-19
1986,15,17,10-19
1986,16,17,10-19
1986,17,34,10-19
1986,18,55,10-19
1986,19,61,10-19
1986,20,86,20-29
1986,21,80,20-29
1986,22,95,20-29
1986,23,102,20-29
1986,24,74,20-29
1986,25,73,20-29
1986,26,101,20-29
1986,27,96,20-29
1986,28,89,20-29
1986,29,77,20-29
1986,30,77,30-39
1986,31,76,30-39
1986,32,94,30-39
1986,33,91,30-39
1986,34,91,30-39
1986,35,89,30-39
1986,36,71,30-39
1986,37,97,30-39
1986,38,103,30-39
1986,39,124,30-39
1986,40,97,40-49
1986,41,78,40-49
1986,42,93,40-49
1986,43,93,40-49
1986,44,80,40-49
1986,45,88,40-49
1986,46,89,40-49
1986,47,79,40-49
1986,48,95,40-49
1986,49,86,40-49
1986,50,97,50-59
1986,51,84,50-59
1986,52,93,50-59
1986,53,102,50-59
1986,54,89,50-59
1986,55,79,50-59
1986,56,82,50-59
1986,57,89,50-59
1986,58,92,50-59
1986,59,91,50-59
1986,60,95,60-69
1986,61,90,60-69
1986,62,104,60-69
1986,63,109,60-69
1986,64,83,60-69
1986,65,113,60-69
1986,66,108,60-69
1986,67,62,60-69
1986,68,59,60-69
1986,69,64,60-69
1986,70,85,70-79
1986,71,84,70-79
1986,72,81,70-79
1986,73,71,70-79
1986,74,72,70-79
1986,75,79,70-79
1986,76,89,70-79
1986,77,63,70-79
1986,78,62,70-79
1986,79,44,70-79
1986,80,45,80-89
1986,81,50,80-89
1986,82,53,80-89
1986,83,41,80-89
1986,84,23,80-89
1986,85,23,80-89
1986,86,22,80-89
1986,87,10,80-89
1986,88,6,80-89
1986,89,6,80-89
1987,10,0,10-19
1987,11,1,10-19
1987,12,0,10-19
1987,13,1,10-19
1987,14,4,10-19
1987,15,14,10-19
1987,16,28,10-19
1987,17,40,10-19
1987,18,62,10-19
1987,19,64,10-19
1987,20,98,20-29
1987,21,99,20-29
1987,22,101,20-29
1987,23,89,20-29
1987,24,93,20-29
1987,25,98,20-29
1987,26,96,20-29
1987,27,88,20-29
1987,28,86,20-29
1987,29,71,20-29
1987,30,97,30-39
1987,31,97,30-39
1987,32,81,30-39
1987,33,106,30-39
1987,34,82,30-39
1987,35,81,30-39
1987,36,95,30-39
1987,37,90,30-39
1987,38,93,30-39
1987,39,105,30-39
1987,40,107,40-49
1987,41,85,40-49
1987,42,98,40-49
1987,43,97,40-49
1987,44,89,40-49
1987,45,88,40-49
1987,46,97,40-49
1987,47,95,40-49
1987,48,89,40-49
1987,49,86,40-49
1987,50,101,50-59
1987,51,73,50-59
1987,52,69,50-59
1987,53,70,50-59
1987,54,83,50-59
1987,55,71,50-59
1987,56,87,50-59
1987,57,80,50-59
1987,58,75,50-59
1987,59,105,50-59
1987,60,86,60-69
1987,61,86,60-69
1987,62,102,60-69
1987,63,102,60-69
1987,64,71,60-69
1987,65,87,60-69
1987,66,101,60-69
1987,67,72,60-69
1987,68,68,60-69
1987,69,62,60-69
1987,70,68,70-79
1987,71,72,70-79
1987,72,74,70-79
1987,73,52,70-79
1987,74,66,70-79
1987,75,72,70-79
1987,76,62,70-79
1987,77,45,70-79
1987,78,37,70-79
1987,79,36,70-79
1987,80,55,80-89
1987,81,43,80-89
1987,82,35,80-89
1987,83,31,80-89
1987,84,33,80-89
1987,85,20,80-89
1987,86,23,80-89
1987,87,14,80-89
1987,88,14,80-89
1987,89,11,80-89
1988,10,0,10-19
1988,11,0,10-19
1988,12,1,10-19
1988,13,1,10-19
1988,14,2,10-19
1988,15,24,10-19
1988,16,18,10-19
1988,17,50,10-19
1988,18,69,10-19
1988,19,73,10-19
1988,20,113,20-29
1988,21,103,20-29
1988,22,101,20-29
1988,23,116,20-29
1988,24,102,20-29
1988,25,96,20-29
1988,26,107,20-29
1988,27,104,20-29
1988,28,91,20-29
1988,29,88,20-29
1988,30,97,30-39
1988,31,109,30-39
1988,32,96,30-39
1988,33,102,30-39
1988,34,105,30-39
1988,35,103,30-39
1988,36,117,30-39
1988,37,107,30-39
1988,38,93,30-39
1988,39,126,30-39
1988,40,112,40-49
1988,41,111,40-49
1988,42,115,40-49
1988,43,96,40-49
1988,44,113,40-49
1988,45,90,40-49
1988,46,76,40-49
1988,47,73,40-49
1988,48,89,40-49
1988,49,81,40-49
1988,50,95,50-59
1988,51,83,50-59
1988,52,85,50-59
1988,53,85,50-59
1988,54,74,50-59
1988,55,77,50-59
1988,56,81,50-59
1988,57,84,50-59
1988,58,99,50-59
1988,59,75,50-59
1988,60,69,60-69
1988,61,67,60-69
1988,62,96,60-69
1988,63,79,60-69
1988,64,73,60-69
1988,65,75,60-69
1988,66,83,60-69
1988,67,99,60-69
1988,68,79,60-69
1988,69,58,60-69
1988,70,58,70-79
1988,71,62,70-79
1988,72,72,70-79
1988,73,72,70-79
1988,74,76,70-79
1988,75,66,70-79
1988,76,72,70-79
1988,77,69,70-79
1988,78,54,70-79
1988,79,73,70-79
1988,80,54,80-89
1988,81,58,80-89
1988,82,35,80-89
1988,83,53,80-89
1988,84,32,80-89
1988,85,28,80-89
1988,86,28,80-89
1988,87,20,80-89
1988,88,14,80-89
1988,89,10,80-89
1989,10,0,10-19
1989,11,0,10-19
1989,12,0,10-19
1989,13,0,10-19
1989,14,1,10-19
1989,15,8,10-19
1989,16,28,10-19
1989,17,37,10-19
1989,18,63,10-19
1989,19,76,10-19
1989,20,71,20-29
1989,21,102,20-29
1989,22,102,20-29
1989,23,97,20-29
1989,24,133,20-29
1989,25,117,20-29
1989,26,94,20-29
1989,27,99,20-29
1989,28,101,20-29
1989,29,106,20-29
1989,30,88,30-39
1989,31,109,30-39
1989,32,96,30-39
1989,33,99,30-39
1989,34,89,30-39
1989,35,98,30-39
1989,36,96,30-39
1989,37,90,30-39
1989,38,87,30-39
1989,39,96,30-39
1989,40,100,40-49
1989,41,97,40-49
1989,42,94,40-49
1989,43,95,40-49
1989,44,89,40-49
1989,45,97,40-49
1989,46,94,40-49
1989,47,81,40-49
1989,48,78,40-49
1989,49,58,40-49
1989,50,77,50-59
1989,51,87,50-59
1989,52,68,50-59
1989,53,88,50-59
1989,54,71,50-59
1989,55,83,50-59
1989,56,87,50-59
1989,57,73,50-59
1989,58,75,50-59
1989,59,71,50-59
1989,60,69,60-69
1989,61,56,60-69
1989,62,60,60-69
1989,63,68,60-69
1989,64,64,60-69
1989,65,85,60-69
1989,66,61,60-69
1989,67,53,60-69
1989,68,64,60-69
1989,69,70,60-69
1989,70,41,70-79
1989,71,44,70-79
1989,72,57,70-79
1989,73,48,70-79
1989,74,46,70-79
1989,75,73,70-79
1989,76,53,70-79
1989,77,44,70-79
1989,78,63,70-79
1989,79,40,70-79
1989,80,47,80-89
1989,81,44,80-89
1989,82,41,80-89
1989,83,26,80-89
1989,84,25,80-89
1989,85,28,80-89
1989,86,22,80-89
1989,87,16,80-89
1989,88,9,80-89
1989,89,16,80-89
1990,10,0,10-19
1990,11,0,10-19
1990,12,0,10-19
1990,13,0,10-19
1990,14,2,10-19
1990,15,13,10-19
1990,16,16,10-19
1990,17,32,10-19
1990,18,62,10-19
1990,19,70,10-19
1990,20,82,20-29
1990,21,102,20-29
1990,22,112,20-29
1990,23,140,20-29
1990,24,116,20-29
1990,25,128,20-29
1990,26,120,20-29
1990,27,123,20-29
1990,28,110,20-29
1990,29,118,20-29
1990,30,105,30-39
1990,31,92,30-39
1990,32,98,30-39
1990,33,84,30-39
1990,34,94,30-39
1990,35,110,30-39
1990,36,97,30-39
1990,37,109,30-39
1990,38,103,30-39
1990,39,90,30-39
1990,40,120,40-49
1990,41,100,40-49
1990,42,122,40-49
1990,43,127,40-49
1990,44,81,40-49
1990,45,99,40-49
1990,46,110,40-49
1990,47,88,40-49
1990,48,83,40-49
1990,49,80,40-49
1990,50,78,50-59
1990,51,89,50-59
1990,52,70,50-59
1990,53,82,50-59
1990,54,68,50-59
1990,55,76,50-59
1990,56,82,50-59
1990,57,58,50-59
1990,58,68,50-59
1990,59,59,50-59
1990,60,59,60-69
1990,61,67,60-69
1990,62,58,60-69
1990,63,67,60-69
1990,64,70,60-69
1990,65,66,60-69
1990,66,66,60-69
1990,67,60,60-69
1990,68,76,60-69
1990,69,72,60-69
1990,70,64,70-79
1990,71,36,70-79
1990,72,46,70-79
1990,73,55,70-79
1990,74,55,70-79
1990,75,54,70-79
1990,76,49,70-79
1990,77,52,70-79
1990,78,47,70-79
1990,79,41,70-79
1990,80,43,80-89
1990,81,37,80-89
1990,82,34,80-89
1990,83,30,80-89
1990,84,31,80-89
1990,85,29,80-89
1990,86,32,80-89
1990,87,15,80-89
1990,88,10,80-89
1990,89,13,80-89
1991,10,0,10-19
1991,11,0,10-19
1991,12,2,10-19
1991,13,0,10-19
1991,14,1,10-19
1991,15,13,10-19
1991,16,19,10-19
1991,17,40,10-19
1991,18,52,10-19
1991,19,76,10-19
1991,20,66,20-29
1991,21,93,20-29
1991,22,93,20-29
1991,23,134,20-29
1991,24,124,20-29
1991,25,124,20-29
1991,26,122,20-29
1991,27,110,20-29
1991,28,106,20-29
1991,29,111,20-29
1991,30,111,30-39
1991,31,124,30-39
1991,32,110,30-39
1991,33,98,30-39
1991,34,113,30-39
1991,35,111,30-39
1991,36,113,30-39
1991,37,93,30-39
1991,38,110,30-39
1991,39,99,30-39
1991,40,122,40-49
1991,41,104,40-49
1991,42,123,40-49
1991,43,107,40-49
1991,44,108,40-49
1991,45,120,40-49
1991,46,107,40-49
1991,47,114,40-49
1991,48,79,40-49
1991,49,88,40-49
1991,50,89,50-59
1991,51,75,50-59
1991,52,93,50-59
1991,53,66,50-59
1991,54,70,50-59
1991,55,77,50-59
1991,56,59,50-59
1991,57,65,50-59
1991,58,66,50-59
1991,59,66,50-59
1991,60,61,60-69
1991,61,66,60-69
1991,62,49,60-69
1991,63,64,60-69
1991,64,51,60-69
1991,65,53,60-69
1991,66,52,60-69
1991,67,65,60-69
1991,68,62,60-69
1991,69,48,60-69
1991,70,57,70-79
1991,71,51,70-79
1991,72,33,70-79
1991,73,36,70-79
1991,74,43,70-79
1991,75,50,70-79
1991,76,45,70-79
1991,77,49,70-79
1991,78,39,70-79
1991,79,35,70-79
1991,80,53,80-89
1991,81,33,80-89
1991,82,35,80-89
1991,83,30,80-89
1991,84,26,80-89
1991,85,28,80-89
1991,86,26,80-89
1991,87,14,80-89
1991,88,14,80-89
1991,89,11,80-89
1992,10,0,10-19
1992,11,0,10-19
1992,12,0,10-19
1992,13,0,10-19
1992,14,1,10-19
1992,15,9,10-19
1992,16,13,10-19
1992,17,24,10-19
1992,18,47,10-19
1992,19,71,10-19
1992,20,82,20-29
1992,21,95,20-29
1992,22,102,20-29
1992,23,119,20-29
1992,24,131,20-29
1992,25,102,20-29
1992,26,119,20-29
1992,27,120,20-29
1992,28,137,20-29
1992,29,107,20-29
1992,30,103,30-39
1992,31,113,30-39
1992,32,103,30-39
1992,33,113,30-39
1992,34,100,30-39
1992,35,108,30-39
1992,36,91,30-39
1992,37,100,30-39
1992,38,113,30-39
1992,39,95,30-39
1992,40,99,40-49
1992,41,113,40-49
1992,42,111,40-49
1992,43,101,40-49
1992,44,113,40-49
1992,45,92,40-49
1992,46,126,40-49
1992,47,118,40-49
1992,48,98,40-49
1992,49,101,40-49
1992,50,72,50-59
1992,51,71,50-59
1992,52,100,50-59
1992,53,83,50-59
1992,54,59,50-59
1992,55,68,50-59
1992,56,70,50-59
1992,57,73,50-59
1992,58,70,50-59
1992,59,59,50-59
1992,60,69,60-69
1992,61,52,60-69
1992,62,50,60-69
1992,63,63,60-69
1992,64,82,60-69
1992,65,55,60-69
1992,66,62,60-69
1992,67,48,60-69
1992,68,56,60-69
1992,69,59,60-69
1992,70,67,70-79
1992,71,61,70-79
1992,72,56,70-79
1992,73,54,70-79
1992,74,42,70-79
1992,75,40,70-79
1992,76,41,70-79
1992,77,43,70-79
1992,78,41,70-79
1992,79,32,70-79
1992,80,41,80-89
1992,81,33,80-89
1992,82,28,80-89
1992,83,32,80-89
1992,84,29,80-89
1992,85,21,80-89
1992,86,15,80-89
1992,87,12,80-89
1992,88,13,80-89
1992,89,11,80-89
1993,10,0,10-19
1993,11,1,10-19
1993,12,0,10-19
1993,13,1,10-19
1993,14,2,10-19
1993,15,8,10-19
1993,16,17,10-19
1993,17,30,10-19
1993,18,47,10-19
1993,19,47,10-19
1993,20,112,20-29
1993,21,109,20-29
1993,22,115,20-29
1993,23,89,20-29
1993,24,106,20-29
1993,25,113,20-29
1993,26,111,20-29
1993,27,110,20-29
1993,28,113,20-29
1993,29,111,20-29
1993,30,106,30-39
1993,31,103,30-39
1993,32,89,30-39
1993,33,107,30-39
1993,34,96,30-39
1993,35,98,30-39
1993,36,97,30-39
1993,37,82,30-39
1993,38,111,30-39
1993,39,85,30-39
1993,40,105,40-49
1993,41,98,40-49
1993,42,109,40-49
1993,43,98,40-49
1993,44,98,40-49
1993,45,113,40-49
1993,46,112,40-49
1993,47,94,40-49
1993,48,87,40-49
1993,49,102,40-49
1993,50,81,50-59
1993,51,79,50-59
1993,52,71,50-59
1993,53,82,50-59
1993,54,58,50-59
1993,55,78,50-59
1993,56,72,50-59
1993,57,61,50-59
1993,58,75,50-59
1993,59,50,50-59
1993,60,47,60-69
1993,61,50,60-69
1993,62,56,60-69
1993,63,56,60-69
1993,64,44,60-69
1993,65,44,60-69
1993,66,48,60-69
1993,67,60,60-69
1993,68,61,60-69
1993,69,60,60-69
1993,70,39,70-79
1993,71,46,70-79
1993,72,46,70-79
1993,73,41,70-79
1993,74,44,70-79
1993,75,39,70-79
1993,76,44,70-79
1993,77,36,70-79
1993,78,26,70-79
1993,79,49,70-79
1993,80,35,80-89
1993,81,34,80-89
1993,82,35,80-89
1993,83,31,80-89
1993,84,28,80-89
1993,85,27,80-89
1993,86,21,80-89
1993,87,19,80-89
1993,88,17,80-89
1993,89,14,80-89
1994,10,0,10-19
1994,11,0,10-19
1994,12,1,10-19
1994,13,3,10-19
1994,14,5,10-19
1994,15,8,10-19
1994,16,20,10-19
1994,17,33,10-19
1994,18,31,10-19
1994,19,49,10-19
1994,20,63,20-29
1994,21,95,20-29
1994,22,109,20-29
1994,23,101,20-29
1994,24,116,20-29
1994,25,110,20-29
1994,26,134,20-29
1994,27,112,20-29
1994,28,116,20-29
1994,29,122,20-29
1994,30,124,30-39
1994,31,128,30-39
1994,32,101,30-39
1994,33,130,30-39
1994,34,110,30-39
1994,35,92,30-39
1994,36,89,30-39
1994,37,95,30-39
1994,38,90,30-39
1994,39,90,30-39
1994,40,81,40-49
1994,41,102,40-49
1994,42,79,40-49
1994,43,89,40-49
1994,44,93,40-49
1994,45,81,40-49
1994,46,97,40-49
1994,47,80,40-49
1994,48,80,40-49
1994,49,83,40-49
1994,50,82,50-59
1994,51,77,50-59
1994,52,67,50-59
1994,53,81,50-59
1994,54,72,50-59
1994,55,57,50-59
1994,56,62,50-59
1994,57,63,50-59
1994,58,54,50-59
1994,59,51,50-59
1994,60,49,60-69
1994,61,68,60-69
1994,62,52,60-69
1994,63,48,60-69
1994,64,56,60-69
1994,65,44,60-69
1994,66,53,60-69
1994,67,61,60-69
1994,68,47,60-69
1994,69,42,60-69
1994,70,54,70-79
1994,71,48,70-79
1994,72,39,70-79
1994,73,48,70-79
1994,74,53,70-79
1994,75,28,70-79
1994,76,40,70-79
1994,77,39,70-79
1994,78,31,70-79
1994,79,43,70-79
1994,80,51,80-89
1994,81,36,80-89
1994,82,30,80-89
1994,83,37,80-89
1994,84,24,80-89
1994,85,34,80-89
1994,86,24,80-89
1994,87,23,80-89
1994,88,12,80-89
1994,89,19,80-89
1995,10,0,10-19
1995,11,0,10-19
1995,12,0,10-19
1995,13,1,10-19
1995,14,4,10-19
1995,15,7,10-19
1995,16,15,10-19
1995,17,21,10-19
1995,18,40,10-19
1995,19,62,10-19
1995,20,76,20-29
1995,21,93,20-29
1995,22,83,20-29
1995,23,102,20-29
1995,24,99,20-29
1995,25,100,20-29
1995,26,112,20-29
1995,27,143,20-29
1995,28,113,20-29
1995,29,125,20-29
1995,30,119,30-39
1995,31,102,30-39
1995,32,131,30-39
1995,33,123,30-39
1995,34,101,30-39
1995,35,112,30-39
1995,36,93,30-39
1995,37,102,30-39
1995,38,100,30-39
1995,39,105,30-39
1995,40,115,40-49
1995,41,122,40-49
1995,42,101,40-49
1995,43,109,40-49
1995,44,107,40-49
1995,45,107,40-49
1995,46,75,40-49
1995,47,99,40-49
1995,48,77,40-49
1995,49,89,40-49
1995,50,84,50-59
1995,51,86,50-59
1995,52,74,50-59
1995,53,83,50-59
1995,54,62,50-59
1995,55,62,50-59
1995,56,86,50-59
1995,57,64,50-59
1995,58,49,50-59
1995,59,51,50-59
1995,60,59,60-69
1995,61,57,60-69
1995,62,42,60-69
1995,63,55,60-69
1995,64,42,60-69
1995,65,49,60-69
1995,66,35,60-69
1995,67,47,60-69
1995,68,43,60-69
1995,69,43,60-69
1995,70,36,70-79
1995,71,43,70-79
1995,72,44,70-79
1995,73,48,70-79
1995,74,31,70-79
1995,75,35,70-79
1995,76,28,70-79
1995,77,30,70-79
1995,78,48,70-79
1995,79,38,70-79
1995,80,42,80-89
1995,81,30,80-89
1995,82,30,80-89
1995,83,30,80-89
1995,84,25,80-89
1995,85,22,80-89
1995,86,20,80-89
1995,87,16,80-89
1995,88,20,80-89
1995,89,14,80-89
1996,10,0,10-19
1996,11,0,10-19
1996,12,0,10-19
1996,13,2,10-19
1996,14,1,10-19
1996,15,13,10-19
1996,16,21,10-19
1996,17,23,10-19
1996,18,63,10-19
1996,19,49,10-19
1996,20,51,20-29
1996,21,76,20-29
1996,22,78,20-29
1996,23,93,20-29
1996,24,92,20-29
1996,25,100,20-29
1996,26,115,20-29
1996,27,106,20-29
1996,28,128,20-29
1996,29,103,20-29
1996,30,122,30-39
1996,31,130,30-39
1996,32,150,30-39
1996,33,110,30-39
1996,34,121,30-39
1996,35,89,30-39
1996,36,97,30-39
1996,37,97,30-39
1996,38,102,30-39
1996,39,92,30-39
1996,40,108,40-49
1996,41,100,40-49
1996,42,94,40-49
1996,43,95,40-49
1996,44,83,40-49
1996,45,103,40-49
1996,46,92,40-49
1996,47,84,40-49
1996,48,95,40-49
1996,49,103,40-49
1996,50,79,50-59
1996,51,75,50-59
1996,52,73,50-59
1996,53,55,50-59
1996,54,61,50-59
1996,55,60,50-59
1996,56,63,50-59
1996,57,69,50-59
1996,58,60,50-59
1996,59,45,50-59
1996,60,43,60-69
1996,61,44,60-69
1996,62,39,60-69
1996,63,38,60-69
1996,64,46,60-69
1996,65,48,60-69
1996,66,32,60-69
1996,67,43,60-69
1996,68,39,60-69
1996,69,37,60-69
1996,70,43,70-79
1996,71,42,70-79
1996,72,50,70-79
1996,73,44,70-79
1996,74,48,70-79
1996,75,48,70-79
1996,76,33,70-79
1996,77,30,70-79
1996,78,23,70-79
1996,79,35,70-79
1996,80,42,80-89
